,Deaths,State,County,Year,Population,_merge,Death Rate,Years since policy,Policy or Control
1924,14.0,Iowa,"Scott County, IA",2012,168799,both,8.293887996966808,0.0,Control
1925,12.0,Iowa,"Scott County, IA",2013,170385,both,7.042873492384893,1.0,Control
1926,21.0,Iowa,"Scott County, IA",2013,170385,both,12.325028611673563,1.0,Control
1927,14.0,Kansas,"Johnson County, KS",2009,539396,both,2.5954957026006866,-3.0,Control
1928,11.0,Kansas,"Johnson County, KS",2009,539396,both,2.039318052043397,-3.0,Control
1929,13.0,Kansas,"Johnson County, KS",2010,544179,both,2.3889198223378707,-2.0,Control
1930,20.0,Kansas,"Johnson County, KS",2011,552991,both,3.616695389255883,-1.0,Control
1931,13.0,Kansas,"Johnson County, KS",2012,559913,both,2.3217892779771145,0.0,Control
1932,14.0,Kansas,"Johnson County, KS",2012,559913,both,2.500388453206123,0.0,Control
1933,11.0,Kansas,"Johnson County, KS",2012,559913,both,1.9645909275190967,0.0,Control
1934,17.0,Kansas,"Johnson County, KS",2013,566933,both,2.9985906623886773,1.0,Control
1935,15.0,Kansas,"Johnson County, KS",2013,566933,both,2.6458152903429504,1.0,Control
1936,10.0,Kansas,"Johnson County, KS",2013,566933,both,1.7638768602286339,1.0,Control
1937,11.0,Kansas,"Johnson County, KS",2014,574272,both,1.915468628106542,2.0,Control
1938,23.0,Kansas,"Johnson County, KS",2014,574272,both,4.005070767859133,2.0,Control
1939,12.0,Kansas,"Johnson County, KS",2014,574272,both,2.089602139752591,2.0,Control
1940,16.0,Kansas,"Sedgwick County, KS",2009,495006,both,3.2322840531225885,-3.0,Control
1941,36.0,Kansas,"Sedgwick County, KS",2009,495006,both,7.272639119525825,-3.0,Control
1942,11.0,Kansas,"Sedgwick County, KS",2009,495006,both,2.2221952865217798,-3.0,Control
1943,13.0,Kansas,"Sedgwick County, KS",2010,498365,both,2.6085298927492904,-2.0,Control
1944,25.0,Kansas,"Sedgwick County, KS",2010,498365,both,5.016403639902481,-2.0,Control
1945,15.0,Kansas,"Sedgwick County, KS",2011,501076,both,2.993557863477796,-1.0,Control
1946,27.0,Kansas,"Sedgwick County, KS",2011,501076,both,5.388404154260033,-1.0,Control
1947,24.0,Kansas,"Sedgwick County, KS",2012,503889,both,4.7629537457654365,0.0,Control
1948,27.0,Kansas,"Sedgwick County, KS",2012,503889,both,5.358322963986116,0.0,Control
1949,23.0,Kansas,"Sedgwick County, KS",2013,505415,both,4.550715748444348,1.0,Control
1950,33.0,Kansas,"Sedgwick County, KS",2013,505415,both,6.529287812985369,1.0,Control
1951,25.0,Kansas,"Sedgwick County, KS",2014,508803,both,4.913493041511154,2.0,Control
1952,45.0,Kansas,"Sedgwick County, KS",2014,508803,both,8.844287474720078,2.0,Control
1953,15.0,Kansas,"Shawnee County, KS",2009,176786,both,8.484834771984207,-3.0,Control
1954,11.0,Kansas,"Wyandotte County, KS",2010,157505,both,6.983905272848481,-2.0,Control
1955,11.0,Kansas,"Wyandotte County, KS",2011,158224,both,6.952169076751947,-1.0,Control
1956,11.0,Kansas,"Wyandotte County, KS",2012,159129,both,6.91263063300844,0.0,Control
2186,12.0,Maine,"Androscoggin County, ME",2014,107440,both,11.169024571854058,2.0,Control
2187,19.0,Maine,"Cumberland County, ME",2009,281969,both,6.738329390819558,-3.0,Control
2188,12.0,Maine,"Cumberland County, ME",2010,281674,both,4.2602441119876175,-2.0,Control
2189,11.0,Maine,"Cumberland County, ME",2011,282401,both,3.8951703428812223,-1.0,Control
2190,18.0,Maine,"Cumberland County, ME",2012,283921,both,6.339791702621504,0.0,Control
2191,14.0,Maine,"Cumberland County, ME",2012,283921,both,4.930949102038947,0.0,Control
2192,12.0,Maine,"Cumberland County, ME",2013,285456,both,4.203800235412813,1.0,Control
2193,16.0,Maine,"Cumberland County, ME",2013,285456,both,5.605066980550418,1.0,Control
2194,11.0,Maine,"Cumberland County, ME",2014,287797,both,3.822138521249353,2.0,Control
2195,23.0,Maine,"Cumberland County, ME",2014,287797,both,7.991744180794101,2.0,Control
