,Year_y,State_y,Deaths,Population_y,County Name,Death Rate,Policy or Control
18295,2019,Texas,13.0,654,Brazos County,1987.7675840978593,Policy
18296,2017,Texas,13.0,18326,Brazos County,70.9374658954491,Policy
18297,2015,Texas,13.0,93389,Brazos County,13.920268982428336,Policy
18298,2013,Texas,13.0,330242,Brazos County,3.936507167471127,Policy
18299,2011,Texas,13.0,197632,Brazos County,6.577882124352332,Policy
18300,2009,Texas,13.0,9054,Brazos County,143.5829467638613,Policy
18301,2007,Texas,13.0,1647,Brazos County,789.3139040680024,Policy
18302,2005,Texas,13.0,7562,Brazos County,171.91219254165566,Policy
18303,2003,Texas,13.0,37654,Brazos County,34.52488447442503,Policy
18304,2001,Texas,13.0,16650,Brazos County,78.07807807807808,Policy
18305,1999,Texas,13.0,33017,Brazos County,39.37365599539631,Policy
18306,2020,Texas,14.0,18603,Brazos County,75.25667903026394,Policy
18307,2018,Texas,14.0,94324,Brazos County,14.842457911030067,Policy
18308,2016,Texas,14.0,354195,Brazos County,3.95262496647327,Policy
18309,2014,Texas,14.0,209152,Brazos County,6.693696450428396,Policy
18310,2012,Texas,14.0,9316,Brazos County,150.27908973808502,Policy
18311,2010,Texas,14.0,1637,Brazos County,855.2229688454489,Policy
18312,2008,Texas,14.0,7345,Brazos County,190.60585432266848,Policy
18313,2006,Texas,14.0,38492,Brazos County,36.371194014340645,Policy
18314,2004,Texas,14.0,16964,Brazos County,82.52770572978072,Policy
18315,2002,Texas,14.0,36850,Brazos County,37.99185888738128,Policy
18316,2000,Texas,14.0,32194,Brazos County,43.486363918742626,Policy
18317,2019,Texas,11.0,18443,Cameron County,59.64322507184298,Policy
18318,2017,Texas,11.0,46804,Cameron County,23.50226476369541,Policy
18319,2015,Texas,11.0,40522,Cameron County,27.145747988746855,Policy
18320,2013,Texas,11.0,21806,Cameron County,50.444831697697886,Policy
18321,2011,Texas,11.0,13515,Cameron County,81.39104698483166,Policy
18322,2009,Texas,11.0,400303,Cameron County,2.747918451772782,Policy
18323,2007,Texas,11.0,12253,Cameron County,89.77393291438831,Policy
18324,2005,Texas,11.0,6449,Cameron County,170.56908047759342,Policy
18325,2003,Texas,11.0,30065,Cameron County,36.587393979710626,Policy
18326,2001,Texas,11.0,8155,Cameron County,134.886572654813,Policy
18327,1999,Texas,11.0,25515,Cameron County,43.11189496374681,Policy
18328,2020,Texas,12.0,49653,Cameron County,24.167724004591868,Policy
18329,2018,Texas,12.0,43247,Cameron County,27.747589428168432,Policy
18330,2016,Texas,12.0,21965,Cameron County,54.63236967903483,Policy
18331,2014,Texas,12.0,13513,Cameron County,88.80337452823207,Policy
