,Year_y,State_y,Deaths,Population_y,County Name,Death Rate,Policy or Control
6362,2004,Florida,34.0,129840,Broward County,26.18607516943931,Policy
6363,2002,Florida,34.0,150947,Broward County,22.524462228464298,Policy
6364,2000,Florida,34.0,251377,Broward County,13.525501537531278,Policy
6365,2020,Florida,160.0,271218,Broward County,58.99313467395232,Policy
6366,2018,Florida,160.0,28355,Broward County,564.274378416505,Policy
6367,2016,Florida,160.0,183974,Broward County,86.96881081022319,Policy
6368,2014,Florida,160.0,26702,Broward County,599.206051981125,Policy
6369,2012,Florida,160.0,547307,Broward County,29.234049628453498,Policy
6370,2010,Florida,160.0,1748066,Broward County,9.15297248502059,Policy
6371,2008,Florida,160.0,14351,Broward County,1114.904884677026,Policy
6372,2006,Florida,160.0,157099,Broward County,101.84660628011636,Policy
6373,2004,Florida,160.0,129840,Broward County,123.22858903265558,Policy
6374,2002,Florida,160.0,150947,Broward County,105.9974693104202,Policy
6375,2000,Florida,160.0,251377,Broward County,63.649419000147184,Policy
6376,2020,Florida,31.0,271218,Broward County,11.429919843078261,Policy
6377,2018,Florida,31.0,28355,Broward County,109.32816081819784,Policy
6378,2016,Florida,31.0,183974,Broward County,16.85020709448074,Policy
6379,2014,Florida,31.0,26702,Broward County,116.09617257134298,Policy
6380,2012,Florida,31.0,547307,Broward County,5.664097115512866,Policy
6381,2010,Florida,31.0,1748066,Broward County,1.7733884189727391,Policy
6382,2008,Florida,31.0,14351,Broward County,216.01282140617377,Policy
6383,2006,Florida,31.0,157099,Broward County,19.732779966772544,Policy
6384,2004,Florida,31.0,129840,Broward County,23.87553912507702,Policy
6385,2002,Florida,31.0,150947,Broward County,20.537009678893916,Policy
6386,2000,Florida,31.0,251377,Broward County,12.33207493127852,Policy
6387,2020,Florida,12.0,271218,Broward County,4.424485100546423,Policy
6388,2018,Florida,12.0,28355,Broward County,42.32057838123788,Policy
6389,2016,Florida,12.0,183974,Broward County,6.522660810766738,Policy
6390,2014,Florida,12.0,26702,Broward County,44.94045389858437,Policy
6391,2012,Florida,12.0,547307,Broward County,2.1925537221340123,Policy
6392,2010,Florida,12.0,1748066,Broward County,0.6864729363765442,Policy
6393,2008,Florida,12.0,14351,Broward County,83.61786635077695,Policy
6394,2006,Florida,12.0,157099,Broward County,7.638495471008726,Policy
6395,2004,Florida,12.0,129840,Broward County,9.242144177449168,Policy
6396,2002,Florida,12.0,150947,Broward County,7.949810198281515,Policy
6397,2000,Florida,12.0,251377,Broward County,4.7737064250110395,Policy
6398,2019,Florida,18.0,29210,Brevard County,61.62273194111606,Policy
6399,2017,Florida,18.0,183563,Brevard County,9.805897702696077,Policy
6400,2015,Florida,18.0,26928,Brevard County,66.84491978609626,Policy
6401,2013,Florida,18.0,550823,Brevard County,3.267837399672853,Policy
6402,2011,Florida,18.0,1780172,Brevard County,1.0111382495624017,Policy
6403,2009,Florida,18.0,14692,Brevard County,122.51565477811054,Policy
6404,2007,Florida,18.0,159742,Brevard County,11.268169924002454,Policy
6405,2005,Florida,18.0,133791,Brevard County,13.453819763661233,Policy
6406,2003,Florida,18.0,155620,Brevard County,11.566636679090092,Policy
6407,2001,Florida,18.0,264240,Brevard County,6.811989100817439,Policy
6408,1999,Florida,18.0,55445,Brevard County,32.46460456308053,Policy
6409,2019,Florida,62.0,29210,Brevard County,212.25607668606642,Policy
6410,2017,Florida,62.0,183563,Brevard County,33.77586986484204,Policy
6411,2015,Florida,62.0,26928,Brevard County,230.24361259655376,Policy
6412,2013,Florida,62.0,550823,Brevard County,11.255884376650938,Policy
6413,2011,Florida,62.0,1780172,Brevard County,3.4828095262704952,Policy
6414,2009,Florida,62.0,14692,Brevard County,421.9983664579363,Policy
6415,2007,Florida,62.0,159742,Brevard County,38.81258529378623,Policy
6416,2005,Florida,62.0,133791,Brevard County,46.3409347414998,Policy
6417,2003,Florida,62.0,155620,Brevard County,39.8406374501992,Policy
6418,2001,Florida,62.0,264240,Brevard County,23.463518013926734,Policy
6419,1999,Florida,62.0,55445,Brevard County,111.82252682838849,Policy
6420,2019,Florida,16.0,29210,Brevard County,54.775761725436496,Policy
6421,2017,Florida,16.0,183563,Brevard County,8.716353513507624,Policy
6422,2015,Florida,16.0,26928,Brevard County,59.41770647653001,Policy
6423,2013,Florida,16.0,550823,Brevard County,2.9047443552647585,Policy
6424,2011,Florida,16.0,1780172,Brevard County,0.8987895551665794,Policy
6425,2009,Florida,16.0,14692,Brevard County,108.90280424720937,Policy
6426,2007,Florida,16.0,159742,Brevard County,10.016151043557738,Policy
6427,2005,Florida,16.0,133791,Brevard County,11.958950901032207,Policy
6428,2003,Florida,16.0,155620,Brevard County,10.281454825857859,Policy
6429,2001,Florida,16.0,264240,Brevard County,6.055101422948835,Policy
6430,1999,Florida,16.0,55445,Brevard County,28.857426278293804,Policy
6431,2019,Florida,32.0,29210,Broward County,109.55152345087299,Policy
