Year,State,BUYER_STATE,BUYER_COUNTY,Population,T_YEAR,MME
2007,New York,NY,OTSEGO,62914,2007,18043897.0875
2007,New York,NY,PUTNAM,99454,2007,20077402.644525003
2007,New York,NY,QUEENS,2177351,2007,197573514.0452
2007,New York,NY,RENSSELAER,158243,2007,24157213.8945125
2007,New York,NY,RICHMOND,459642,2007,203003199.83715
2007,New York,NY,ROCKLAND,301668,2007,63648936.963262506
2007,New York,NY,SARATOGA,215798,2007,34318131.477
2007,New York,NY,SCHENECTADY,152275,2007,20624888.0744875
2007,New York,NY,SCHOHARIE,32894,2007,8709831.081
2007,New York,NY,SCHUYLER,18707,2007,4811876.046
2007,New York,NY,SENECA,35469,2007,6367070.3100000005
2007,New York,NY,STEUBEN,98541,2007,19325536.8255
2007,New York,NY,SUFFOLK,1475255,2007,466149975.773725
2007,New York,NY,SULLIVAN,77991,2007,34847619.3982125
2007,New York,NY,TIOGA,51565,2007,9337249.434675
2007,New York,NY,TOMPKINS,99910,2007,23837593.868
2007,New York,NY,ULSTER,182818,2007,50215228.65725
2007,New York,NY,WARREN,65740,2007,18505841.746725
2007,New York,NY,WASHINGTON,63054,2007,12130468.853
2007,New York,NY,WAYNE,93539,2007,19060506.5260375
2007,New York,NY,WESTCHESTER,933414,2007,151093103.8965125
2007,New York,NY,WYOMING,42515,2007,9497559.45
2007,New York,NY,YATES,25234,2007,3928897.5495
2008,California,CA,ALAMEDA,1477208,2008,535258570.4084
2008,California,CA,AMADOR,38248,2008,22079191.7897625
2008,California,CA,BUTTE,219034,2008,175282252.7968125
2008,California,CA,CALAVERAS,46265,2008,25786997.9914875
2008,California,CA,COLUSA,21134,2008,5944490.9013375
2008,California,CA,CONTRA COSTA,1023344,2008,258755111.788575
2008,California,CA,DEL NORTE,28496,2008,16896475.4709
2008,California,CA,EL DORADO,179150,2008,73239425.2406625
2008,California,CA,FRESNO,909630,2008,254561606.898325
2008,California,CA,GLENN,28019,2008,12395176.0913625
2008,California,CA,HUMBOLDT,132657,2008,98951397.1233
2008,California,CA,IMPERIAL,167917,2008,23053321.1277
2008,California,CA,INYO,18318,2008,7127469.7704375
2008,California,CA,KERN,818327,2008,193101777.3513625
2008,California,CA,KINGS,152027,2008,27157690.635675
2008,California,CA,LAKE,64392,2008,65872091.9254125
2008,California,CA,LASSEN,35221,2008,28573847.0604
2008,California,CA,LOS ANGELES,9735147,2008,1606829323.7279751
2008,California,CA,MADERA,148359,2008,33452867.240537506
2008,California,CA,MARIN,248398,2008,80439721.9333125
2008,California,CA,MARIPOSA,18412,2008,2766034.3847625
2008,California,CA,MENDOCINO,87468,2008,56390397.7382625
2008,California,CA,MERCED,250538,2008,58246761.7237125
2008,California,CA,MODOC,9551,2008,5278092.6375
2008,California,CA,MONO,13862,2008,1256637.525
2008,California,CA,MONTEREY,406022,2008,115283790.2985
2008,California,CA,NAPA,134093,2008,37799410.0922125
2008,California,CA,NEVADA,98200,2008,53597977.3205
2008,California,CA,ORANGE,2957593,2008,643246320.0266625
2008,California,CA,PLACER,337568,2008,162650442.28190002
2008,California,CA,PLUMAS,20410,2008,12243815.4
2008,California,CA,RIVERSIDE,2109712,2008,433774034.754775
2008,California,CA,SACRAMENTO,1394438,2008,515397246.2700125
2008,California,CA,SAN BENITO,54267,2008,11706055.3538625
2008,California,CA,SAN BERNARDINO,2003735,2008,444146046.462075
2008,California,CA,SAN DIEGO,3022116,2008,743891062.787925
2008,California,CA,SAN FRANCISCO,791152,2008,254730639.5439625
2008,California,CA,SAN JOAQUIN,671692,2008,178163591.05208752
2008,California,CA,SAN LUIS OBISPO,266358,2008,107132010.9137375
2008,California,CA,SAN MATEO,703830,2008,121484290.6851625
2008,California,CA,SANTA BARBARA,415859,2008,133769048.940425
2008,California,CA,SANTA CLARA,1740964,2008,214318327.8054125
2008,California,CA,SANTA CRUZ,256520,2008,76160236.6963875
2008,California,CA,SHASTA,177247,2008,132346287.6691875
2008,California,CA,SIERRA,3320,2008,485222.55
2008,California,CA,SISKIYOU,44780,2008,24927711.457725
2008,California,CA,SOLANO,408972,2008,105819176.983975
2008,California,CA,SONOMA,473091,2008,180097546.4304875
2008,California,CA,STANISLAUS,509032,2008,279546117.4609125
2008,California,CA,SUTTER,93855,2008,69475255.64145
2008,California,CA,TEHAMA,62648,2008,34102964.6850375
2008,California,CA,TRINITY,13656,2008,6587088.3
2008,California,CA,TULARE,429283,2008,110772135.0615375
2008,California,CA,TUOLUMNE,56320,2008,48570228.4919625
2008,California,CA,VENTURA,806353,2008,178818931.8399625
2008,California,CA,YOLO,197154,2008,45004228.152075
2008,California,CA,YUBA,71773,2008,33548437.569
2008,Nevada,NV,CHURCHILL,25049,2008,9757097.6143125
2008,Nevada,NV,CLARK,1912349,2008,1154199273.3832626
2008,Nevada,NV,DOUGLAS,47270,2008,20598152.4580875
2008,Nevada,NV,ELKO,47634,2008,11321109.6915
2008,Nevada,NV,EUREKA,1778,2008,454.05
2008,Nevada,NV,HUMBOLDT,15958,2008,3835464.9
2008,Nevada,NV,LANDER,5521,2008,1567180.507725
2008,Nevada,NV,LINCOLN,5106,2008,1400184.3
2008,Nevada,NV,LYON,52156,2008,15324055.3459125
2008,Nevada,NV,MINERAL,4781,2008,1778739.96
2008,Nevada,NV,NYE,44367,2008,41319795.0954
2008,Nevada,NV,PERSHING,6665,2008,0.0
2008,Nevada,NV,WASHOE,414793,2008,137169379.5145875
2008,Nevada,NV,WHITE PINE,9732,2008,5444607.1613625
2008,New York,NY,ALBANY,303739,2008,51840542.79245
2008,New York,NY,ALLEGANY,49177,2008,12944478.624
2008,New York,NY,BRONX,1363488,2008,289424077.8580125
2008,New York,NY,BROOME,201029,2008,62821736.866725005
2008,New York,NY,CATTARAUGUS,80761,2008,24603715.0455
2008,New York,NY,CAYUGA,80482,2008,17051221.317
2008,New York,NY,CHAUTAUQUA,135229,2008,44392664.7515875
2008,New York,NY,CHEMUNG,88503,2008,21032076.4749
2008,New York,NY,CHENANGO,51326,2008,13523955.057
2008,New York,NY,CLINTON,82401,2008,24129488.3235
2008,New York,NY,COLUMBIA,63253,2008,16237483.8715
2008,New York,NY,CORTLAND,49537,2008,15472508.856
2008,New York,NY,DELAWARE,48363,2008,13349562.101
2008,New York,NY,DUTCHESS,296267,2008,83128576.0669125
2008,New York,NY,ERIE,920571,2008,351863706.49660003
2008,New York,NY,ESSEX,39435,2008,6168865.5795
2008,New York,NY,FRANKLIN,51907,2008,12280231.9755
2008,New York,NY,FULTON,55584,2008,9522105.6795
2008,New York,NY,GENESEE,59895,2008,21053398.878
2008,New York,NY,GREENE,49467,2008,19596848.05395
2008,New York,NY,HAMILTON,4893,2008,9081.0
2008,New York,NY,HERKIMER,64404,2008,17194343.435000002
2008,New York,NY,JEFFERSON,115033,2008,19214484.6358625
2008,New York,NY,KINGS,2460361,2008,314880420.5370125
2008,New York,NY,LEWIS,26878,2008,4772660.9625
2008,New York,NY,LIVINGSTON,65637,2008,13897364.8733625
2008,New York,NY,MADISON,73075,2008,15791714.7525
2008,New York,NY,MONROE,741018,2008,213382187.72543752
2008,New York,NY,MONTGOMERY,49951,2008,9757779.5995875
2008,New York,NY,NASSAU,1325129,2008,415435556.5594625
2008,New York,NY,NEW YORK,1587022,2008,420814663.494175
2008,New York,NY,NIAGARA,215793,2008,89559252.7916625
2008,New York,NY,ONEIDA,234482,2008,63196797.31981251
2008,New York,NY,ONONDAGA,463472,2008,129283517.65065
2008,New York,NY,ONTARIO,106302,2008,29087749.537237503
2008,New York,NY,ORANGE,370201,2008,118401937.05915
2008,New York,NY,ORLEANS,43254,2008,11184124.905
2008,New York,NY,OSWEGO,122366,2008,32237328.0349875
2008,New York,NY,OTSEGO,62561,2008,19373723.157587502
2008,New York,NY,PUTNAM,99537,2008,21328058.1699
2008,New York,NY,QUEENS,2193623,2008,227111150.2892625
2008,New York,NY,RENSSELAER,159011,2008,29116501.964625
2008,New York,NY,RICHMOND,463701,2008,275110018.663875
2008,New York,NY,ROCKLAND,305413,2008,73639230.2010625
2008,New York,NY,SARATOGA,217282,2008,37861013.5983625
2008,New York,NY,SCHENECTADY,153360,2008,23843660.3327125
2008,New York,NY,SCHOHARIE,32890,2008,9362646.5775
2008,New York,NY,SCHUYLER,18644,2008,5301982.902000001
2008,New York,NY,SENECA,35370,2008,6590521.710675
2008,New York,NY,STEUBEN,98726,2008,21077142.708
2008,New York,NY,SUFFOLK,1480218,2008,506567948.289375
2008,New York,NY,SULLIVAN,77755,2008,37572580.9340625
2008,New York,NY,TIOGA,51498,2008,11422312.08
2008,New York,NY,TOMPKINS,100383,2008,28436009.450362504
2008,New York,NY,ULSTER,183174,2008,54624170.55588751
2008,New York,NY,WARREN,65848,2008,20328453.9878625
2008,New York,NY,WASHINGTON,63252,2008,14371533.7493625
2008,New York,NY,WAYNE,93739,2008,22868407.6279875
2008,New York,NY,WESTCHESTER,937449,2008,167668332.1919
2008,New York,NY,WYOMING,42281,2008,10147325.67
2008,New York,NY,YATES,25352,2008,4433380.815
2009,California,CA,ALAMEDA,1498539,2009,589303994.422875
2009,California,CA,AMADOR,38238,2009,22925127.94635
2009,California,CA,BUTTE,219777,2009,194443953.0006375
2009,California,CA,CALAVERAS,45900,2009,25359409.6347375
2009,California,CA,COLUSA,21250,2009,6791470.77585
2009,California,CA,CONTRA COSTA,1037890,2009,301708413.967275
2009,California,CA,DEL NORTE,28599,2009,16887827.3175
2009,California,CA,EL DORADO,180455,2009,78334698.6120375
2009,California,CA,FRESNO,921478,2009,279918625.6444875
2009,California,CA,GLENN,28100,2009,12507306.705
2009,California,CA,HUMBOLDT,133744,2009,98652404.7344625
2009,California,CA,IMPERIAL,172008,2009,24505834.57065
2009,California,CA,INYO,18544,2009,7333630.622025
2009,California,CA,KERN,830137,2009,217433447.7182625
2009,California,CA,KINGS,152278,2009,30589689.0427125
2009,California,CA,LAKE,64413,2009,73996612.846575
2009,California,CA,LASSEN,35160,2009,31692862.3672125
2009,California,CA,LOS ANGELES,9787400,2009,1768168200.4567502
2009,California,CA,MADERA,149234,2009,35442166.912725
2009,California,CA,MARIN,250862,2009,78521036.5528125
2009,California,CA,MARIPOSA,18212,2009,4886823.3424875
2009,California,CA,MENDOCINO,87722,2009,54917673.5587875
2009,California,CA,MERCED,252302,2009,64983797.7733875
2009,California,CA,MODOC,9646,2009,4639916.4502125
2009,California,CA,MONO,14008,2009,1382708.0625
2009,California,CA,MONTEREY,410263,2009,132539888.1884625
2009,California,CA,NAPA,135280,2009,42024692.1542625
2009,California,CA,NEVADA,98591,2009,56296243.937025
2009,California,CA,ORANGE,2987177,2009,714669369.7132875
2009,California,CA,PLACER,343810,2009,182828237.81512505
2009,California,CA,PLUMAS,20169,2009,12114594.2311125
2009,California,CA,RIVERSIDE,2146725,2009,526583199.2239875
2009,California,CA,SACRAMENTO,1408601,2009,565487122.7860125
2009,California,CA,SAN BENITO,54436,2009,14471233.5270375
2009,California,CA,SAN BERNARDINO,2013960,2009,510512153.67135
2009,California,CA,SAN DIEGO,3061203,2009,799298173.2903376
2009,California,CA,SAN FRANCISCO,801922,2009,271362402.4116375
